CHROM	POS	WEIR_AND_COCKERHAM_FST	locus.length	pop0.samples	pop1.samples
dDocent_Contig_15400	8	0	190	21	29
dDocent_Contig_15402	137	-0.0203677	190	15	24
dDocent_Contig_1541	162	0.029156	190	13	26
dDocent_Contig_15417	107	-0.0166423	190	12	25
dDocent_Contig_15418	49	-0.00194197	190	21	29
dDocent_Contig_15420	10	0.134155	190	21	29
dDocent_Contig_15421	179	-3.90E-18	190	9	9
dDocent_Contig_15423	31	0	190	9	18
dDocent_Contig_15427	31	0.20551	190	12	17
dDocent_Contig_15431	37	0	190	7	5
dDocent_Contig_15433	20	0.122197	190	17	25
dDocent_Contig_15439	160	-0.0130162	190	21	29
dDocent_Contig_15445	83	0	190	21	29
dDocent_Contig_15453	42	0.0160356	190	16	26
dDocent_Contig_15456	74	-0.0322222	190	7	18
dDocent_Contig_15460	123	0.202484	190	8	13
dDocent_Contig_15465	52	0.00745933	190	19	25
dDocent_Contig_15469	77	0	190	17	26
dDocent_Contig_15471	63	0.0241665	190	20	29
dDocent_Contig_15472	23	-0.0263095	190	21	29
dDocent_Contig_1548	28	0.0395167	190	11	18
dDocent_Contig_15480	19	0.0917328	190	21	29
dDocent_Contig_15483	62	0.313976	190	7	11
dDocent_Contig_1549	40	0.122702	190	21	29
dDocent_Contig_15496	9	0.0182961	190	16	20
dDocent_Contig_1550	21	0.255734	190	21	29
dDocent_Contig_15502	23	0.0517925	190	21	29
dDocent_Contig_15503	9	0.00468164	190	20	24
dDocent_Contig_15508	22	0	190	8	2
dDocent_Contig_15509	83	0.117993	190	6	7
dDocent_Contig_15512	10	-0.000231233	190	21	29
dDocent_Contig_15517	15	0.0357836	190	12	26
dDocent_Contig_15518	39	0.762712	190	14	2
dDocent_Contig_1552	24	0.0660792	190	21	29
dDocent_Contig_15522	32	0	190	13	24
dDocent_Contig_15527	33	0.0753781	190	8	11
dDocent_Contig_15535	10	0	190	11	10
dDocent_Contig_15539	19	0	190	9	21
dDocent_Contig_15542	16	0.125842	190	8	14
dDocent_Contig_15548	24	-0.0451584	190	10	8
dDocent_Contig_1555	77	0.378778	190	7	18
dDocent_Contig_15550	46	0.112628	190	10	20
dDocent_Contig_15551	19	0.636364	190	5	2
dDocent_Contig_15560	12	0.456159	190	7	24
dDocent_Contig_15564	51	0	190	12	12
dDocent_Contig_1557	22	-0.375	190	5	1
dDocent_Contig_15585	30	0.245701	190	9	24
dDocent_Contig_15589	75	0.155169	190	8	18
dDocent_Contig_1559	38	-0.00579701	190	21	29
dDocent_Contig_15592	22	0.0177652	190	10	14
dDocent_Contig_1560	11	-0.0176427	190	21	29
dDocent_Contig_15602	13	0.0708062	190	11	4
dDocent_Contig_1561	23	6.68E-17	190	11	11
dDocent_Contig_15619	40	-0.0380627	190	12	17
dDocent_Contig_15632	13	0.344262	190	6	1
dDocent_Contig_15634	67	0.406068	190	21	29
dDocent_Contig_15635	45	0.212435	190	10	15
dDocent_Contig_15645	13	0.185014	190	21	29
dDocent_Contig_15653	126	0.219808	190	21	29
dDocent_Contig_15658	82	0.108333	190	21	29
dDocent_Contig_15659	69	0	190	18	13
dDocent_Contig_1566	28	0.133333	190	6	6
dDocent_Contig_15661	31	0.393939	190	13	13
dDocent_Contig_15663	38	0.167493	190	7	20
dDocent_Contig_15667	29	-0.0130628	190	8	6
dDocent_Contig_15669	21	-0.0342893	190	7	3
dDocent_Contig_15683	20	-0.446078	190	13	1
dDocent_Contig_15684	8	-0.00171053	190	21	29
dDocent_Contig_1569	68	0.405807	190	21	29
dDocent_Contig_15693	48	0.0158371	190	21	29
dDocent_Contig_15697	23	0	190	9	1
dDocent_Contig_1570	56	0.014474	190	21	29
dDocent_Contig_15700	23	0.00934173	190	20	24
dDocent_Contig_15701	130	0.276318	190	21	29
dDocent_Contig_15712	8	0.0577574	190	13	24
dDocent_Contig_15715	172	0.00795021	190	21	29
dDocent_Contig_15718	152	-0.0994764	190	5	15
dDocent_Contig_15720	56	0	190	5	5
dDocent_Contig_15721	11	0.335187	190	5	11
dDocent_Contig_15725	37	0	190	6	2
dDocent_Contig_15726	8	0.0863163	190	9	12
dDocent_Contig_15727	26	-0.321101	190	9	2
dDocent_Contig_15732	72	0.135363	190	9	10
dDocent_Contig_15733	170	0.11834	190	21	29
dDocent_Contig_15734	51	0.189524	190	3	8
dDocent_Contig_15739	76	0.114341	190	21	29
dDocent_Contig_1574	43	0.00132443	190	21	29
dDocent_Contig_15745	36	0	190	10	11
dDocent_Contig_15746	9	0.539683	190	8	8
dDocent_Contig_1575	41	-0.0538869	190	8	11
dDocent_Contig_15751	76	0.017039	190	14	22
dDocent_Contig_15752	10	-0.0289855	190	10	6
dDocent_Contig_15755	8	-0.00327869	190	17	18
dDocent_Contig_15756	72	0.00871931	190	20	28
dDocent_Contig_15759	102	0.303159	190	21	29
dDocent_Contig_1576	13	0.055601	190	6	11
dDocent_Contig_15762	22	0.339371	190	11	16
dDocent_Contig_15763	20	0.0102529	190	8	7
dDocent_Contig_15765	132	0.444444	190	10	10
dDocent_Contig_15782	9	0.0436419	190	18	25
dDocent_Contig_15784	8	0	190	3	7
dDocent_Contig_15787	165	-0.0090525	190	8	7
dDocent_Contig_15795	20	0	190	9	11
dDocent_Contig_15796	109	0	190	9	10
dDocent_Contig_15797	31	0	190	6	2
dDocent_Contig_15799	20	0.182679	190	7	8
dDocent_Contig_15806	26	0.34126	190	7	9
dDocent_Contig_15807	139	0.0975062	190	10	17
dDocent_Contig_1581	27	-0.0149332	190	13	26
dDocent_Contig_15813	22	0.0215602	190	8	12
dDocent_Contig_15816	79	0.0706095	190	14	22
dDocent_Contig_15819	67	0	190	8	3
dDocent_Contig_15828	83	0.0538381	190	13	4
dDocent_Contig_15834	12	0.293232	190	18	27
dDocent_Contig_15835	58	0.25513	190	21	29
dDocent_Contig_15838	53	0	190	8	15
dDocent_Contig_1584	40	-0.0123093	190	15	27
dDocent_Contig_15845	63	0.116577	190	7	13
dDocent_Contig_1585	33	0	190	15	28
dDocent_Contig_15851	105	0.545467	190	15	23
dDocent_Contig_15855	108	0.0148131	190	11	15
dDocent_Contig_15856	50	0.13723	190	10	17
dDocent_Contig_1586	25	0.0370274	190	21	29
dDocent_Contig_15867	34	0.0238687	190	11	18
dDocent_Contig_15868	77	0	190	11	17
dDocent_Contig_1587	12	0.606979	190	10	23
dDocent_Contig_15871	31	0.534322	190	9	19
dDocent_Contig_15872	46	0.138916	190	16	26
dDocent_Contig_15874	127	0.0504352	190	15	20
dDocent_Contig_15877	55	0.00358732	190	4	16
dDocent_Contig_1588	40	0.0900633	190	9	17
dDocent_Contig_15880	174	0.121354	190	10	15
dDocent_Contig_15883	64	0.00849387	190	18	27
dDocent_Contig_15885	37	-0.139816	190	7	2
dDocent_Contig_15889	12	0.0511418	190	17	26
dDocent_Contig_15898	32	0.245523	190	8	21
dDocent_Contig_1590	23	0.0385345	190	9	17
dDocent_Contig_15905	48	0.0995975	190	7	13
dDocent_Contig_15906	31	-0.023718	190	8	15
dDocent_Contig_15910	12	-0.317647	190	2	8
dDocent_Contig_15913	135	0.0123457	190	9	10
dDocent_Contig_15915	114	0	190	7	2
dDocent_Contig_15916	36	0.290631	190	9	5
dDocent_Contig_15917	138	0.0728543	190	21	29
dDocent_Contig_15918	28	0	190	7	17
dDocent_Contig_1592	38	-0.0085	190	16	29
dDocent_Contig_15921	11	0.00574181	190	8	15
dDocent_Contig_15934	25	0.150438	190	19	24
dDocent_Contig_15935	137	0.499451	190	2	12
dDocent_Contig_15936	15	-0.00342121	190	21	29
dDocent_Contig_15937	38	0.01178	190	9	11
dDocent_Contig_15944	70	0	190	4	10
dDocent_Contig_15948	110	0	190	7	9
dDocent_Contig_1595	36	-0.015595	190	21	29
dDocent_Contig_15951	36	0.0996678	190	7	14
dDocent_Contig_15953	58	0.00992184	190	11	18
dDocent_Contig_15963	109	-0.011236	190	9	10
dDocent_Contig_15968	12	0.357957	190	21	29
dDocent_Contig_15971	135	-0.134904	190	5	2
dDocent_Contig_15972	46	0.048457	190	7	13
dDocent_Contig_15973	81	0.00260972	190	21	29
dDocent_Contig_15977	16	-0.00342121	190	21	29
dDocent_Contig_15978	145	-0.0859729	190	3	10
dDocent_Contig_15979	78	0	190	12	16
dDocent_Contig_15981	35	0.10496	190	17	20
dDocent_Contig_15989	19	0.0254216	190	17	26
dDocent_Contig_15993	18	0	190	8	23
dDocent_Contig_15998	16	0.0545305	190	21	29
dDocent_Contig_16013	77	0.00958069	190	10	12
dDocent_Contig_16017	37	0.0895372	190	13	27
dDocent_Contig_16018	73	0.0833333	190	19	19
dDocent_Contig_16019	18	0.225806	190	6	20
dDocent_Contig_16026	102	0	190	6	10
dDocent_Contig_16029	14	0.0232164	190	17	27
dDocent_Contig_16030	66	0.288783	190	8	18
dDocent_Contig_16032	141	0.0497842	190	9	14
dDocent_Contig_16035	27	0.0244406	190	20	19
dDocent_Contig_1604	8	0.590706	190	21	29
dDocent_Contig_16042	69	0.0389417	190	8	15
dDocent_Contig_16044	15	0.0594634	190	20	23
dDocent_Contig_16054	130	0.00305337	190	21	29
dDocent_Contig_1606	31	0.139442	190	9	27
dDocent_Contig_16065	82	0.12177	190	8	11
dDocent_Contig_1607	25	0.312035	190	18	29
dDocent_Contig_16071	22	0.0178198	190	12	18
dDocent_Contig_16072	64	0.0722097	190	17	7
dDocent_Contig_16074	149	-0.0248291	190	8	16
dDocent_Contig_16078	120	0.239286	190	21	29
dDocent_Contig_16080	22	0.21468	190	15	6
dDocent_Contig_16081	38	0.159658	190	8	7
dDocent_Contig_16082	28	0.203066	190	16	18
dDocent_Contig_16083	60	0.0188679	190	6	3
dDocent_Contig_16086	122	0.143981	190	18	25
dDocent_Contig_16093	33	0	190	6	8
dDocent_Contig_16098	17	-0.0090525	190	8	7
dDocent_Contig_161	40	-0.00579701	190	21	29
dDocent_Contig_16104	40	0.0240319	190	16	13
dDocent_Contig_16105	58	0.3848	190	7	10
dDocent_Contig_16110	27	0.034458	190	21	29
dDocent_Contig_16114	59	0.0658428	190	21	29
dDocent_Contig_16117	53	-0.0710785	190	6	8
dDocent_Contig_16119	36	0.371816	190	19	28
dDocent_Contig_16136	43	0.116832	190	21	29
dDocent_Contig_1614	64	0.133095	190	18	22
dDocent_Contig_16141	9	0.497426	190	6	14
dDocent_Contig_16172	75	0	190	5	5
dDocent_Contig_1618	13	0.137955	190	21	29
dDocent_Contig_16187	149	0.362911	190	6	11
dDocent_Contig_16188	112	0	190	7	4
dDocent_Contig_16192	117	0.0670971	190	21	29
dDocent_Contig_16193	109	-0.0228358	190	7	11
dDocent_Contig_162	118	0.348089	190	21	29
dDocent_Contig_16200	29	0	190	8	15
dDocent_Contig_16204	39	0	190	17	21
dDocent_Contig_16205	14	0.184032	190	10	19
dDocent_Contig_1621	19	0.0979051	190	21	29
dDocent_Contig_16216	51	0.0330933	190	13	22
dDocent_Contig_16220	11	0.0513834	190	8	6
dDocent_Contig_16221	35	-0.354839	190	1	10
dDocent_Contig_1623	14	0.0531138	190	17	27
dDocent_Contig_16231	159	0.157233	190	4	1
dDocent_Contig_16236	13	0.110604	190	20	27
dDocent_Contig_16237	56	0	190	9	9
dDocent_Contig_16245	13	0.217758	190	9	18
dDocent_Contig_16248	122	0.108182	190	5	11
dDocent_Contig_1625	105	0.372549	190	8	16
dDocent_Contig_16256	10	-0.221053	190	6	1
dDocent_Contig_16258	25	-0.0362075	190	14	18
dDocent_Contig_16259	73	0.18477	190	11	18
dDocent_Contig_16260	19	-0.1449	190	9	2
dDocent_Contig_16271	58	0.0409987	190	20	29
dDocent_Contig_16276	107	0.8	190	7	1
dDocent_Contig_16277	119	0.0356466	190	21	29
dDocent_Contig_16281	35	0.2194	190	8	15
dDocent_Contig_16282	33	0.205846	190	21	29
dDocent_Contig_16283	28	-0.0337857	190	8	5
dDocent_Contig_16288	9	0.24025	190	17	22
dDocent_Contig_16289	28	0.00127632	190	21	29
dDocent_Contig_1629	13	0	190	6	3
dDocent_Contig_16290	11	-0.0471525	190	9	20
dDocent_Contig_16291	12	0.164454	190	6	14
dDocent_Contig_1630	23	0.0642674	190	8	13
dDocent_Contig_16305	22	0.0131389	190	18	24
dDocent_Contig_1631	36	0.165817	190	16	27
dDocent_Contig_16315	67	0.0697031	190	14	24
dDocent_Contig_1632	34	0.00996733	190	15	20
dDocent_Contig_16326	122	0.0201835	190	5	6
dDocent_Contig_1633	55	0.373559	190	10	22
dDocent_Contig_16330	27	0.590374	190	21	29
dDocent_Contig_1634	16	0.00719306	190	17	14
dDocent_Contig_16344	60	0.0724638	190	4	1
dDocent_Contig_16346	21	0.189524	190	8	3
dDocent_Contig_1635	158	-0.18705	190	3	11
dDocent_Contig_16351	29	0.342271	190	18	19
dDocent_Contig_16352	48	0.0709761	190	9	10
dDocent_Contig_16355	27	0.00861031	190	19	28
dDocent_Contig_16357	14	0	190	6	5
dDocent_Contig_16359	21	0	190	8	10
dDocent_Contig_16361	25	0	190	19	20
dDocent_Contig_16363	49	0	190	6	5
dDocent_Contig_16364	63	0	190	6	7
dDocent_Contig_16365	67	0.0625	190	4	5
dDocent_Contig_16366	48	0.445131	190	4	10
dDocent_Contig_16367	136	0.159658	190	8	7
dDocent_Contig_16368	9	-0.010085	190	21	29
dDocent_Contig_16369	10	-0.0344828	190	6	5
dDocent_Contig_16371	47	0.0284813	190	10	17
dDocent_Contig_16372	21	0.122296	190	19	25
dDocent_Contig_16388	148	-0.0443584	190	7	10
dDocent_Contig_16396	139	0.0625	190	4	5
dDocent_Contig_16420	32	0	190	5	10
dDocent_Contig_16425	10	0.0745237	190	21	29
dDocent_Contig_16427	134	0.192709	190	11	27
dDocent_Contig_1643	22	0.0983148	190	20	21
dDocent_Contig_16436	52	0.0689758	190	20	21
dDocent_Contig_16447	87	-0.0640732	190	5	3
dDocent_Contig_16449	80	0.0772849	190	18	15
dDocent_Contig_16453	11	-0.0210693	190	10	24
dDocent_Contig_16455	39	0	190	8	4
dDocent_Contig_16457	8	0.0102529	190	7	8
dDocent_Contig_16458	104	0.106002	190	17	24
dDocent_Contig_1646	56	0.0569117	190	8	18
dDocent_Contig_16460	150	-0.0120217	190	8	10
dDocent_Contig_16468	47	-0.290323	190	5	2
dDocent_Contig_16469	42	0.011225	190	14	21
dDocent_Contig_16470	48	0.3311	190	21	29
dDocent_Contig_16473	147	0.0102529	190	7	8
dDocent_Contig_16475	135	0.00554525	190	16	19
dDocent_Contig_16476	53	0	190	14	2
dDocent_Contig_16480	51	-0.003821	190	15	17
dDocent_Contig_16482	117	0.25	190	5	5
dDocent_Contig_16483	74	0.0943999	190	21	29
dDocent_Contig_16486	113	0	190	7	11
dDocent_Contig_16488	38	0.111111	190	7	7
dDocent_Contig_1649	13	0.0376244	190	16	17
dDocent_Contig_16492	29	-0.0475604	190	8	10
dDocent_Contig_16496	20	0.066424	190	11	14
dDocent_Contig_16497	60	0.173336	190	12	11
dDocent_Contig_16499	23	-0.0506187	190	7	8
dDocent_Contig_16513	148	0.0316901	190	5	4
dDocent_Contig_16517	60	0.00745936	190	7	6
dDocent_Contig_1652	23	0.146243	190	15	18
dDocent_Contig_16520	21	-0.29884	190	8	2
dDocent_Contig_16524	41	0.234247	190	18	26
dDocent_Contig_16525	118	0.0436419	190	18	25
dDocent_Contig_16527	77	0.106527	190	11	16
dDocent_Contig_1653	9	-0.0585899	190	5	11
dDocent_Contig_16539	130	0.0330965	190	21	29
dDocent_Contig_1654	143	-0.0114062	190	20	23
dDocent_Contig_16548	142	0.0412715	190	21	29
dDocent_Contig_16550	178	0	190	11	16
dDocent_Contig_16551	19	0.196519	190	9	11
dDocent_Contig_16553	35	0.1	190	11	11
dDocent_Contig_16554	168	0.650543	190	8	5
dDocent_Contig_16555	8	0.0825862	190	21	29
dDocent_Contig_16556	13	0	190	20	29
dDocent_Contig_16558	24	0.493333	190	12	4
dDocent_Contig_16559	13	0.809179	190	6	21
dDocent_Contig_1656	25	0.00775477	190	20	27
dDocent_Contig_16567	30	0.133513	190	8	15
dDocent_Contig_16572	80	0.213357	190	21	29
dDocent_Contig_16579	55	0.0348678	190	7	11
dDocent_Contig_16585	57	0	190	15	22
dDocent_Contig_16588	8	0	190	20	29
dDocent_Contig_1659	19	-0.0141471	190	15	23
dDocent_Contig_16590	30	0.0177652	190	10	14
dDocent_Contig_16592	22	0	190	5	3
dDocent_Contig_16603	20	0.0106367	190	19	28
dDocent_Contig_16605	107	0.0304939	190	9	15
dDocent_Contig_16620	136	0.181998	190	21	29
dDocent_Contig_16626	33	0	190	7	3
dDocent_Contig_1663	22	0.0188503	190	19	15
dDocent_Contig_16631	104	0.0109071	190	21	29
dDocent_Contig_16632	69	0.0755287	190	9	17
dDocent_Contig_16639	38	-0.025	190	4	12
dDocent_Contig_1664	146	-0.00146523	190	19	18
dDocent_Contig_16641	8	0.00633521	190	19	24
dDocent_Contig_16649	158	-0.038961	190	8	8
dDocent_Contig_16660	43	0.0204278	190	21	29
dDocent_Contig_16665	29	0.401496	190	8	20
dDocent_Contig_1667	76	0.178106	190	18	23
dDocent_Contig_16677	16	-0.0097381	190	11	9
dDocent_Contig_16679	13	-0.00194197	190	21	29
dDocent_Contig_1668	39	0.0205084	190	10	14
dDocent_Contig_16680	152	0.00965901	190	20	29
dDocent_Contig_16686	114	0	190	8	8
dDocent_Contig_16687	27	0.0624926	190	10	11
dDocent_Contig_16698	42	0	190	16	17
dDocent_Contig_167	20	0.113881	190	8	9
dDocent_Contig_16715	32	0.279239	190	10	19
dDocent_Contig_16719	10	0.0260074	190	6	8
dDocent_Contig_1672	57	0.406538	190	9	7
dDocent_Contig_16726	55	0.178833	190	8	11
dDocent_Contig_16729	14	-0.121495	190	10	4
dDocent_Contig_16734	16	-0.00520926	190	21	29
dDocent_Contig_16739	76	0.0382955	190	21	29
dDocent_Contig_16741	83	0.28738	190	21	29
dDocent_Contig_1675	67	0	190	6	10
dDocent_Contig_16750	62	0.0883276	190	15	11
dDocent_Contig_16751	57	0.0789396	190	8	6
dDocent_Contig_16752	125	-0.00879198	190	21	29
dDocent_Contig_16756	58	0.292351	190	21	29
dDocent_Contig_16758	152	0.0448135	190	8	3
dDocent_Contig_16763	20	0.494933	190	9	7
dDocent_Contig_16767	24	0.136781	190	18	23
dDocent_Contig_16769	11	0.457485	190	12	17
dDocent_Contig_16775	43	0.0376812	190	21	29
dDocent_Contig_16790	134	0	190	5	1
dDocent_Contig_16798	158	0	190	20	26
dDocent_Contig_16799	49	0	190	5	6
dDocent_Contig_1680	18	0.249301	190	21	29
dDocent_Contig_16800	111	0.0127477	190	13	8
dDocent_Contig_16806	63	-0.368421	190	6	1
dDocent_Contig_1681	105	0.317667	190	21	29
dDocent_Contig_16816	34	0.27079	190	21	29
dDocent_Contig_16818	26	0	190	7	11
dDocent_Contig_16823	16	0	190	8	16
dDocent_Contig_16827	36	0.0460277	190	21	29
dDocent_Contig_16829	179	0	190	1	10
dDocent_Contig_1683	64	0.400493	190	17	25
dDocent_Contig_16830	50	0.235751	190	3	10
dDocent_Contig_16849	123	0.0458555	190	13	14
dDocent_Contig_16851	14	0.0196098	190	17	27
dDocent_Contig_1686	11	0	190	8	16
dDocent_Contig_16867	18	-0.01101	190	15	25
dDocent_Contig_16868	54	0.0294687	190	14	22
dDocent_Contig_16880	81	0.00978081	190	15	19
dDocent_Contig_16881	105	0.312607	190	7	2
dDocent_Contig_16888	15	0.00355278	190	10	19
dDocent_Contig_16892	51	-0.00322082	190	12	13
dDocent_Contig_16896	133	0	190	6	2
dDocent_Contig_16897	72	0.267475	190	21	29
dDocent_Contig_169	15	-0.0170339	190	20	29
dDocent_Contig_1690	8	-0.0480349	190	8	15
dDocent_Contig_16900	162	-0.0397878	190	6	4
dDocent_Contig_16904	118	-0.0228358	190	7	11
dDocent_Contig_1691	14	0.424476	190	9	2
dDocent_Contig_16911	57	0.119405	190	12	17
dDocent_Contig_16914	23	0	190	8	11
dDocent_Contig_1692	102	-0.0155023	190	18	19
dDocent_Contig_16924	15	0	190	21	29
dDocent_Contig_16926	164	-0.0379317	190	16	23
dDocent_Contig_16937	10	0.0271196	190	8	12
dDocent_Contig_16942	79	0	190	15	27
dDocent_Contig_16944	14	0.601737	190	13	22
dDocent_Contig_1695	38	0.129029	190	8	7
dDocent_Contig_16952	58	0.0349515	190	7	14
dDocent_Contig_16956	47	0.154448	190	9	12
dDocent_Contig_16957	82	-0.0462811	190	8	13
dDocent_Contig_16958	9	-0.00171053	190	21	29
dDocent_Contig_16964	46	0.00628886	190	15	18
dDocent_Contig_16967	22	0.0139785	190	6	7
dDocent_Contig_1697	53	-0.0198203	190	21	29
dDocent_Contig_16974	48	0.274866	190	8	9
dDocent_Contig_16975	54	0.192875	190	21	29
dDocent_Contig_1698	11	0	190	6	8
dDocent_Contig_16980	65	0	190	5	17
dDocent_Contig_16981	108	0	190	11	14
dDocent_Contig_16984	57	0	190	6	2
dDocent_Contig_16985	30	-0.0658302	190	21	4
dDocent_Contig_1699	53	-0.000278886	190	21	29
dDocent_Contig_16992	26	0.14094	190	8	16
dDocent_Contig_16994	114	0.00641494	190	17	21
dDocent_Contig_1700	60	0.109293	190	7	9
dDocent_Contig_17000	104	0	190	6	6
dDocent_Contig_17002	160	0.0165138	190	10	15
dDocent_Contig_17004	43	0.145688	190	14	18
dDocent_Contig_17005	138	0	190	10	10
dDocent_Contig_1701	78	0.481936	190	21	29
dDocent_Contig_1702	8	0.0113782	190	15	22
dDocent_Contig_17026	52	0.288355	190	21	29
dDocent_Contig_17031	55	0	190	9	16
dDocent_Contig_17032	12	0.29176	190	19	21
dDocent_Contig_1704	138	-0.00417004	190	20	28
dDocent_Contig_17042	16	0.0677721	190	17	12
dDocent_Contig_17045	155	7.81E-17	190	5	1
dDocent_Contig_17046	51	0.0217024	190	13	9
dDocent_Contig_17049	51	0.0345324	190	11	22
dDocent_Contig_1705	133	0.00486953	190	15	26
dDocent_Contig_17050	105	0.102617	190	14	25
dDocent_Contig_17051	34	0.0858491	190	15	11
dDocent_Contig_17054	37	0.174176	190	16	25
dDocent_Contig_1706	15	-0.00596187	190	14	17
dDocent_Contig_1707	9	0.103052	190	20	28
dDocent_Contig_17081	81	0.0612028	190	14	21
dDocent_Contig_17089	13	0	190	11	17
dDocent_Contig_17092	114	0.00871931	190	20	28
dDocent_Contig_17093	28	0.0423453	190	9	18
dDocent_Contig_17095	23	0	190	14	22
dDocent_Contig_17097	75	0	190	5	7
dDocent_Contig_17100	45	0	190	11	16
dDocent_Contig_17110	105	0.00839323	190	14	25
dDocent_Contig_17116	36	0.109293	190	7	9
dDocent_Contig_17119	15	0.330836	190	11	10
dDocent_Contig_1712	31	0.0226708	190	9	20
dDocent_Contig_17126	68	0.0612898	190	11	14
dDocent_Contig_17127	20	0	190	8	14
dDocent_Contig_17132	28	0.0397323	190	20	29
dDocent_Contig_17162	151	0.183673	190	10	20
dDocent_Contig_17165	68	0.0275202	190	7	4
dDocent_Contig_17181	33	0	190	4	8
dDocent_Contig_17183	68	-0.00466119	190	21	29
dDocent_Contig_17185	18	0.415715	190	8	20
dDocent_Contig_17196	85	0.301133	190	7	5
dDocent_Contig_17198	27	-0.00461517	190	20	25
dDocent_Contig_17200	39	0.298513	190	21	29
dDocent_Contig_17207	47	0.0296167	190	21	29
dDocent_Contig_17210	25	-0.0197226	190	10	19
dDocent_Contig_17212	48	0.0398418	190	18	23
dDocent_Contig_17220	152	0.00799233	190	21	29
dDocent_Contig_17225	18	0.0192585	190	7	9
dDocent_Contig_17230	163	0	190	20	25
dDocent_Contig_17240	18	0	190	5	16
dDocent_Contig_17242	32	0	190	8	10
dDocent_Contig_17244	27	0.0736842	190	6	1
dDocent_Contig_17247	82	0.017114	190	14	27
dDocent_Contig_17249	31	0.145071	190	21	29
dDocent_Contig_17256	53	-0.0478677	190	7	4
dDocent_Contig_17258	45	-0.00688231	190	19	22
dDocent_Contig_17263	46	0.0130919	190	13	18
dDocent_Contig_17268	31	0.0371884	190	19	24
dDocent_Contig_1727	45	-0.00770335	190	19	29
dDocent_Contig_17275	20	0.0147322	190	21	29
dDocent_Contig_1728	80	-0.0180844	190	8	10
dDocent_Contig_17287	18	0	190	15	27
dDocent_Contig_17294	13	-0.0157058	190	11	8
dDocent_Contig_17299	15	0.0436401	190	10	12
dDocent_Contig_17300	22	0.186555	190	20	29
dDocent_Contig_17308	61	1	190	2	22
dDocent_Contig_1731	14	0.0133597	190	21	29
dDocent_Contig_17316	113	0.285937	190	21	29
dDocent_Contig_17321	57	-0.0260116	190	5	4
dDocent_Contig_17322	124	-0.0397878	190	6	4
dDocent_Contig_17323	8	0.133978	190	11	9
dDocent_Contig_17328	129	0.272639	190	21	29
dDocent_Contig_1733	13	-0.0562891	190	8	20
dDocent_Contig_17333	12	0.0082781	190	21	29
dDocent_Contig_1734	64	-0.0171977	190	11	21
dDocent_Contig_17344	38	0.0416667	190	13	13
dDocent_Contig_17347	16	-0.0171977	190	11	21
dDocent_Contig_17352	64	0.379209	190	21	29
dDocent_Contig_17356	185	0.0677721	190	12	17
dDocent_Contig_17358	60	0.1928	190	9	20
dDocent_Contig_17361	14	0.0493827	190	12	21
dDocent_Contig_17366	19	-0.0116565	190	21	29
dDocent_Contig_1737	42	-0.0316206	190	9	3
dDocent_Contig_17372	26	0.197794	190	21	29
dDocent_Contig_17378	8	0.0106367	190	19	28
dDocent_Contig_17380	24	-0.0356685	190	15	14
dDocent_Contig_17385	137	0	190	9	16
dDocent_Contig_17390	142	0	190	4	7
dDocent_Contig_17391	58	0.0707368	190	21	29
dDocent_Contig_17392	131	0.0759681	190	11	16
dDocent_Contig_17400	155	0.0729826	190	21	29
dDocent_Contig_17407	14	-0.0328283	190	10	15
dDocent_Contig_17408	171	-0.143366	190	8	5
dDocent_Contig_17409	12	0.067829	190	19	24
dDocent_Contig_1741	176	0.0641972	190	19	29
dDocent_Contig_1742	25	0.0757016	190	9	22
dDocent_Contig_17420	47	0.109983	190	8	15
