Locus,H,FST,p,quantile
1767,0.029919109,-0.002703668,0.30247303,0.69752697
1768,0.049535166,0.004464624,0.34080478,0.65919522
1769,0.1456,-0.025641026,0.038500355,0.96149964
1770,0.06921119,-0.013727561,0.10081131,0.89918869
1771,0.12180886,0.15167639,0.098547839,0.098547839
1772,0.0905625,-0.082125604,2.51E-08,0.99999997
1773,0.024444401,-0.010696994,0.17610213,0.82389787
1774,0.088391018,-0.018958502,0.06902406,0.93097594
1775,0.27506645,0.19089317,0.33998228,0.33998228
1776,0.54757293,0.16438351,0.29727122,0.70272878
1777,0,0,-1,-1
1778,0.023634259,0.012732615,0.35330686,0.35330686
1779,0.26203333,0.25200356,0.17109318,0.17109318
1780,0.2831511,-0.017771,0.0801051,0.9198949
1781,0.028,-1.39E-17,0.36169804,0.63830196
1782,0.056704658,0.046481061,0.24122464,0.24122464
1783,0.63669297,0.43943064,0.3415039,0.6584961
1784,0.23092428,0.066635629,0.40117551,0.59882449
1785,0.57550911,0.27449401,0.37531459,0.62468541
1786,0.28158317,-0.029891082,0.024788525,0.97521148
1787,0.53095565,0.10844508,0.35405873,0.64594127
1788,0.55263541,0.38246838,0.20402767,0.20402767
1789,0.17851852,0.16348548,0.22464692,0.22464692
1790,0.13032268,0.055126404,0.38620009,0.61379991
1791,0.057332237,-0.011647255,0.12261339,0.87738661
1792,0.064225569,-0.004228223,0.16632431,0.83367569
1793,0.28275,0.19732441,0.32855894,0.32855894
1794,0.0945344,-0.20923723,3.98E-53,1
1795,0.062930511,0.005201561,0.24094062,0.75905938
1796,0,0,-1,-1
1797,0.052765152,-0.32663317,1.24E-134,1
1798,0.020158597,0.007867446,0.42694457,0.42694457
1799,0.32061212,0.060948081,0.39511313,0.60488687
1800,0,0,-1,-1
1801,0,0,-1,-1
1802,0.47642086,0.02228817,0.41151228,0.58848772
1803,0.40344216,-0.018492633,0.074429126,0.92557087
1804,0,0,-1,-1
1805,0.45242625,0.39863648,0.075342331,0.075342331
1806,0.49973739,-0.020955574,0.073331238,0.92666876
1807,0.019885922,-0.005736636,0.27170825,0.72829175
1808,0.45485083,-0.020615133,0.085151636,0.91484836
1809,0.12833333,0.008264463,0.21028253,0.78971747
1810,0.067481061,-0.037328094,0.008877975,0.99112202
1811,0.21408333,0.21525886,0.16680589,0.16680589
1812,0.66867871,0.65079718,0.096014668,0.096014668
1813,0.022293626,0.008449176,0.42814163,0.42814163
1814,0.062334656,-0.004307692,0.16729962,0.83270038
1815,0.10071781,0.12782914,0.093291072,0.093291072
1816,0.0525,0,0.25886568,0.74113432
1817,0.11059032,0.091847265,0.29004371,0.29004371
1818,0.62645913,0.38493273,0.21855345,0.78144655
1819,0.33089699,0.13248283,0.46731986,0.46731986
1820,0.064010076,-0.006785935,0.14873375,0.85126625
1821,0.10311422,0.13523832,0.07241273,0.07241273
1822,0.2690407,-0.017641235,0.077568609,0.92243139
1823,0.16357895,0.13513514,0.26386382,0.26386382
1824,0.039579712,0.007111369,0.4536417,0.5463583
1825,0.079704219,0.087535473,0.16299681,0.16299681
1826,0,0,-1,-1
1827,0.088693564,0.030369329,0.34845018,0.65154982
1828,0.14754891,-0.016177057,0.084706747,0.91529325
1829,0.01984876,-0.007619628,0.23551673,0.76448327
1830,0.053482534,0.05003657,0.18411516,0.18411516
1831,0.2562954,-0.030940832,0.020679145,0.97932085
1832,0,0,-1,-1
1833,0.092437239,-0.017206685,0.077885811,0.92211419
1834,0.60046645,0.31569388,0.2246537,0.7753463
1835,0.041772807,-0.005438777,0.23005916,0.76994084
1836,0.21805,0.22953451,0.14797355,0.14797355
1837,0.062334656,-0.004307692,0.16729962,0.83270038
1838,0.47171752,-0.017594422,0.12216535,0.87783465
1839,0.46504382,0.076837361,0.4530268,0.4530268
1840,0.21266667,0.090909091,0.45878266,0.54121734
1841,0.1036875,0.054852321,0.47403318,0.52596682
1842,0.030213585,0.007069185,0.49600838,0.50399162
1843,0.080651206,0.028685791,0.36696291,0.63303709
1844,0.50174134,0.14144109,0.31225375,0.31225375
1845,0.37413793,0.41935484,0.054209814,0.054209814
1846,0,0,-1,-1
1847,0.088421053,0.1,0.14255602,0.14255602
1848,0.24660792,-0.037919148,0.007531676,0.99246832
1849,0.12275132,0.04,0.32632047,0.67367953
1850,0.0725,0.032258065,0.46418054,0.53581946
1851,0.56337679,0.34085342,0.31537348,0.31537348
1852,0.020158597,0.007867446,0.42694457,0.42694457
1853,0,0,-1,-1
1854,0.30925781,0.377542,0.036503956,0.036503956
1855,0.022135528,0.00136726,0.41649926,0.58350074
1856,0.17498956,0.11573674,0.4107339,0.4107339
1857,0.44524536,0.24210526,0.2625572,0.2625572
1858,0.05286025,-0.027756877,0.02999703,0.97000297
1859,0.2329488,0.16120709,0.33080182,0.33080182
1860,0.06124053,0.022165279,0.4216831,0.5783169
1861,0.061023669,0.064737153,0.15918694,0.15918694
1862,0,0,-1,-1
1863,0,0,-1,-1
1864,0.071678389,0.065875741,0.22175898,0.22175898
1865,0.32178635,0.32414323,0.10950088,0.10950088
1866,0,0,-1,-1
1867,0.039677354,0.009554788,0.4965269,0.5034731
1868,0.49802977,-0.014936415,0.11843057,0.88156943
1869,0.18,0.15384615,0.24444375,0.24444375
1870,0.053921875,0.026369168,0.41584268,0.41584268
1871,0,0,-1,-1
1872,0.13006826,0.067357513,0.46259532,0.53740468
1873,0,0,-1,-1
1874,0.083220159,0.060240964,0.35712242,0.35712242
1875,0.038983957,0.020576132,0.32741774,0.32741774
1876,0.02010386,0.00516615,0.48718136,0.48718136
1877,0.028277586,0.009816475,0.43959664,0.43959664
1878,0,0,-1,-1
1879,0,0,-1,-1
1880,0.11639803,0.15806133,0.059786048,0.059786048
1881,0.20575,0.18347509,0.19619858,0.19619858
1882,0.43951826,0.035945225,0.37811728,0.62188272
1883,0.17747702,0.23088635,0.055584105,0.055584105
1884,0.12130411,0.068564036,0.49380683,0.49380683
1885,0.054012346,-0.028571429,0.027398148,0.97260185
1886,0.7207305,0.62129298,0.44801617,0.55198383
1887,0.098906714,0.027874564,0.29387769,0.70612231
1888,0.028609615,-0.013645224,0.13171808,0.86828192
1889,1,1,2,
1890,0.38930592,0.2864494,0.22212959,0.22212959
1891,0,0,-1,-1
1892,0.054905747,0.015240328,0.43076918,0.56923082
1893,0.19083333,0.33306868,1.59E-11,1.59E-11
1894,0,0,-1,-1
1895,0.03553149,0.014958274,0.39028967,0.39028967
1896,0.042742105,0.017362394,0.40318184,0.40318184
1897,0.097483485,0.078412391,0.31188992,0.31188992
1898,0.50294243,0.020467015,0.32190957,0.67809043
1899,0.028226981,0.008041287,0.47419315,0.47419315
1900,0.2591133,-0.031111111,0.020595332,0.97940467
1901,0.039677354,0.009554788,0.4965269,0.5034731
1902,0.12369098,0.14815247,0.11605993,0.11605993
1903,0.039208351,0.026181495,0.26227587,0.26227587
1904,0.086666191,0.018777175,0.27784015,0.72215985
1905,0.081730145,0.09279078,0.1436508,0.1436508
1906,0.25276036,-0.024440285,0.042279852,0.95772015
1907,0.2895375,0.34723481,0.054900686,0.054900686
1908,0,0,-1,-1
1909,0.28087912,0.21126761,0.27615792,0.27615792
1910,0.22288077,-0.02613485,0.034615732,0.96538427
1911,0,0,-1,-1
1913,0.48156254,0.25992727,0.1826546,0.1826546
1914,0.49895906,-0.0208673,0.074918332,0.92508167
1915,0.504,0.55555556,0.015993891,0.015993891
1916,0.16039296,-0.059240627,7.24E-05,0.99992757
1917,0.062069271,-0.033001446,0.017220534,0.98277947
1918,0.14025,0.2513369,1.99E-06,1.99E-06
1919,0.49542753,-0.018142698,0.098459544,0.90154046
1920,0.5548394,0.48975046,0.077067499,0.077067499
1921,0.028733104,-0.009288784,0.19141099,0.80858901
1922,0.094583333,0.11894273,0.10182206,0.10182206
1923,0,0,-1,-1
1924,0.022192873,-0.005173688,0.27730347,0.72269653
1925,0.1036875,0.054852321,0.47403318,0.52596682
1926,0.065914421,0.024513281,0.42414567,0.57585433
1927,0.024863165,0.006325911,0.49032198,0.49032198
1928,0.21,0.21052632,0.17258868,0.17258868
1929,0.12840902,-0.013808685,0.096784801,0.9032152
1930,0.17571598,0.10625,0.47234035,0.47234035
1931,0.071615385,0.078410311,0.15070251,0.15070251
1932,0.060658263,0.047487108,0.2811628,0.2811628
1933,0.38678087,0.46302331,0.025309795,0.025309795
1934,0.26212528,-0.004440914,0.15367871,0.84632129
1935,0.030915976,-0.045016077,0.001495966,0.99850403
1936,0.026126289,-0.009084606,0.19858278,0.80141722
1937,0.24750526,0.24977672,0.15351519,0.15351519
1938,0.088055172,0.11184211,0.094493447,0.094493447
1939,0.57796053,0.61752988,0.037120398,0.037120398
1940,0.057781605,-0.023970639,0.047071945,0.95292806
1941,0.20917492,0.003858273,0.18462452,0.81537548
1942,0.19705921,0.12083912,0.44968431,0.44968431
1943,0.45697219,0.043601551,0.43833436,0.56166564
1944,0.5351516,0.11154949,0.30187987,0.69812013
1945,0.039930314,0.022687609,0.30804589,0.30804589
1946,0.042742105,0.017362394,0.40318184,0.40318184
1947,0,0,-1,-1
1948,0,0,-1,-1
1949,0.039579712,0.007111369,0.4536417,0.5463583
1950,0.51080063,0.43850267,0.051440346,0.051440346
1951,0.040833372,0.003870543,0.38868397,0.61131603
1952,0.081557367,0.039477796,0.45973769,0.54026231
1953,0.18676391,0.028358468,0.26234939,0.73765061
1954,0.608384,0.67526928,0.021309954,0.021309954
1955,0,0,-1,-1
1957,0.22141246,0.20466283,0.18444107,0.18444107
1958,0.19635,0.14438503,0.31814567,0.31814567
1959,0,0,-1,-1
1960,0.16821821,0.090663058,0.47495563,0.52504437
1961,0.24965366,0.23591391,0.16632247,0.16632247
1962,0.3543423,-0.018840806,0.074201257,0.92579874
1964,0.54271603,0.14886327,0.30977006,0.69022994
1965,0.021182692,0.008624603,0.41578897,0.41578897
1966,0.50931662,0.035834597,0.34772506,0.65227494
1967,0.18056645,0.14864865,0.25961178,0.25961178
1968,0.086239257,0.10089136,0.12612284,0.12612284
1969,0.59613289,0.30200536,0.22775205,0.77224795
1970,0.024206774,-0.020618557,0.064936347,0.93506365
1971,0.49969098,-0.020348202,0.077264395,0.92273561
1972,0.34485276,-0.040209338,0.005538358,0.99446164
1973,0.087862216,0.014038827,0.24839373,0.75160627
1974,0.088726061,0.084239997,0.22279971,0.22279971
1975,0.027080941,-0.019870295,0.070303937,0.92969606
1976,0.10204793,0.13919727,0.058354044,0.058354044
1977,0.10841471,0.12522285,0.13291589,0.13291589
1978,0.14754891,-0.016177057,0.084706747,0.91529325
1979,0.062541209,0.04063255,0.35998476,0.35998476
1980,0.081730145,0.09279078,0.1436508,0.1436508
1981,0.071805556,0.080851064,0.1410034,0.1410034
1982,0.05249331,-0.004457006,0.20517342,0.79482658
1983,0.03562349,0.017502225,0.35183353,0.35183353
1984,0.23692846,-0.026881908,0.032418184,0.96758182
1985,0.090186958,0.099073971,0.15697238,0.15697238
1986,0.40730786,-0.014896403,0.097064535,0.90293547
1987,0.19602699,-0.01910828,0.063274189,0.93672581
1988,0.04905719,0.048729308,0.15656261,0.15656261
1989,0.061023669,0.064737153,0.15918694,0.15918694
1990,0.020158597,0.007867446,0.42694457,0.42694457
1991,0.17964992,0.1501086,0.25540616,0.25540616
1992,0.13079585,0.17003367,0.072425906,0.072425906
1993,0.077122694,0.022178057,0.33329937,0.66670063
1994,0.53191074,0.3439307,0.17255489,0.17255489
1995,0.54352409,0.14589317,0.28981853,0.71018147
1996,0,0,-1,-1
1997,0.089815609,0.001845916,0.18506983,0.81493017
1998,0.34305146,-0.020666708,0.063774478,0.93622552
1999,0.46305905,0.021463196,0.38110694,0.61889306
2000,0.53938373,0.1282782,0.29398505,0.70601495
2001,0.020158597,0.007867446,0.42694457,0.42694457
2002,0,0,-1,-1
2003,0.20126058,0.00591716,0.18490764,0.81509236
2004,0.090283224,0.027027027,0.31810834,0.68189166
2005,0,0,-1,-1
2006,0.17964992,0.1501086,0.25540616,0.25540616
2007,0.49731818,0.56084453,0.011391892,0.011391892
2008,0.63606921,0.40691308,0.20501912,0.79498088
2009,0.039524793,0.033978045,0.18975436,0.18975436
2010,0.05655,0.000657462,0.23734049,0.76265951
2011,0.13314724,0.027590193,0.2815503,0.7184497
2012,0.14046875,0.057503506,0.37665425,0.62334575
2013,0.037823691,-0.009468318,0.17777099,0.82222901
2014,0.49950686,0.0583781,0.48658125,0.51341875
2015,0.49799881,-0.020722026,0.077072378,0.92292762
2016,0.12671329,0.12582781,0.20315731,0.20315731
2017,0.022214563,-0.004192248,0.29681077,0.70318923
2018,0.042441124,0.035768311,0.19490427,0.19490427
2019,0.30481788,0.029411765,0.31165032,0.68834968
2020,0.063899334,0.064634532,0.17460902,0.17460902
2021,0.056359375,0.06847796,0.107683,0.107683
2022,0,0,-1,-1
2023,0,0,-1,-1
2024,0.50187199,-0.009348955,0.15171416,0.84828584
2025,0.32092877,0.24893314,0.20847027,0.20847027
2026,0.060864198,0.050709939,0.25514373,0.25514373
2027,0.11291268,-0.016837605,0.077561792,0.92243821
2028,0.021359325,-0.005719105,0.26921772,0.73078228
2029,0,0,-1,-1
2030,0.10165062,0.12278713,0.11627405,0.11627405
2031,0.57809906,0.6392457,0.021630278,0.021630278
2032,0.11949432,0.059626987,0.43618671,0.56381329
2033,0.028451603,-0.019274747,0.074848235,0.92515177
2034,0.506,-0.13043478,4.20E-20,1
2035,0.12369098,0.14815247,0.11605993,0.11605993
2036,0,0,-1,-1
2037,0.66781469,0.66135239,0.08720645,0.08720645
2038,0.072468282,-0.025079002,0.040537966,0.95946203
2039,0.41911579,0.49367089,0.019906522,0.019906522
2040,0.098312457,0.042376269,0.38966334,0.61033666
2041,0.34801943,-0.008545648,0.13465423,0.86534577
2042,0.50236833,-0.003462598,0.19245042,0.80754958
2043,0.098671024,0.10973725,0.16194186,0.16194186
2044,0.15429752,0.15158007,0.21650042,0.21650042
2045,0.14652162,0.079181711,0.4827052,0.5172948
2046,0.16638231,0.20254188,0.095721406,0.095721406
2047,0.068015402,0.077691958,0.13109197,0.13109197
2048,0.052901042,0.007580979,0.35504433,0.64495567
2049,0.5109375,0.55963303,0.016719485,0.016719485
2050,0.0525,0,0.25886568,0.74113432
2051,0.17543518,0.032524306,0.2840426,0.7159574
2052,0.111625,0.032474804,0.30089281,0.69910719
2053,0.31255337,0.1627958,0.4107136,0.4107136
2054,0,0,-1,-1
2055,0.021202619,0.009556336,0.39627342,0.39627342
2056,0.094137187,-0.016228511,0.083419692,0.91658031
2057,0.054515625,0.036973345,0.30372995,0.30372995
2058,0.04049982,0.036430521,0.17565142,0.17565142
2059,0.08892133,0.10506346,0.12453667,0.12453667
2060,0.021182692,0.008624603,0.41578897,0.41578897
2061,0.49694576,-0.019354646,0.087665359,0.91233464
2062,0.03062004,0.020249474,0.28382522,0.28382522
2063,0.044159286,0.009481883,0.46175415,0.53824585
2064,0.51364835,0.039833675,0.32919943,0.67080057
2065,0.59265691,0.37126689,0.47098422,0.47098422
2066,0.047479603,-0.022706363,0.051665773,0.94833423
2067,0.49273244,-0.020151083,0.087285582,0.91271442
2068,0.071678389,0.065875741,0.22175898,0.22175898
2069,0.49969098,-0.020348202,0.077264395,0.92273561
2070,0.19447917,-0.10551687,3.01E-13,1
2071,0.4906673,0.10033186,0.36828354,0.36828354
2072,0.69908995,0.55199412,0.27097199,0.72902801
2073,0.048100218,0.029803424,0.30721535,0.30721535
2074,0.51919754,0.056672704,0.33453488,0.66546512
2075,0.041218421,-0.018961885,0.076746134,0.92325387
2076,0.24908162,0.22351347,0.17998453,0.17998453
2077,0.031845018,-0.011845011,0.15168123,0.84831877
2078,0.020158597,0.007867446,0.42694457,0.42694457
2079,0.038615702,0.011235955,0.46794911,0.46794911
2080,1.0957333,0.7955707,2,
2081,0.168,0.11111111,0.40323488,0.40323488
2082,0.06065331,0.059026282,0.19394727,0.19394727
2083,0.14287879,0.10922587,0.31045929,0.31045929
2085,0.096395062,0.1147541,0.12822607,0.12822607
2086,0.067481061,-0.037328094,0.008877975,0.99112202
2087,0,0,-1,-1
2088,0,0,-1,-1
2089,0.041772807,-0.005438777,0.23005916,0.76994084
2090,0.48632501,0.39972278,0.06604911,0.06604911
2091,0.053921875,0.026369168,0.41584268,0.41584268
2092,0.047448257,0.016472479,0.46345183,0.46345183
2093,0.071850639,-0.033007132,0.016094802,0.9839052
2094,0.048496732,0.037735849,0.23301297,0.23301297
2095,0.02036008,-0.017397049,0.094194202,0.9058058
2096,0.023116097,-0.009397628,0.19869742,0.80130258
2097,0.46504382,0.076837361,0.4530268,0.4530268
2098,0.30040374,0.013166614,0.25207413,0.74792587
2099,0.085758974,0.095856007,0.14592845,0.14592845
2100,0.13696429,0.067072287,0.42965672,0.57034328
2101,0.06,-5.55E-17,0.20068223,0.79931777
2102,0.061261905,0.056872652,0.21123479,0.21123479
2103,0.50116256,-0.002478711,0.20325444,0.79674556
2104,0.20301525,0.24278846,0.089426952,0.089426952
2105,0.09577342,0.082802548,0.27360998,0.27360998
2106,0.23176222,0.030007159,0.29198896,0.70801104
2107,0.23807368,0.22005571,0.17661459,0.17661459
2108,0,0,-1,-1
2109,0.091416122,0.039084843,0.40151491,0.59848509
2110,0.02508034,-0.005464481,0.26352496,0.73647504
2111,0.049407407,0.001890359,0.30433004,0.69566996
2112,0.071039855,0.057479472,0.27895271,0.27895271
2113,0.091681579,-0.22965642,1.71E-64,1
2114,0.53183836,0.10582153,0.33129031,0.66870969
2115,0.062654321,0.000816327,0.20555297,0.79444703
2116,0.080492863,0.084771596,0.1805773,0.1805773
2117,0.22749572,0.001920439,0.18255964,0.81744036
2118,0.050448375,0.050228311,0.15830827,0.15830827
2119,0.030512266,0.016788839,0.33226911,0.33226911
2120,0.096024595,0.023246749,0.28097558,0.71902442
2121,0.022218736,0.005107064,0.49966233,0.50033767
2122,0.50409835,0.035292945,0.37765945,0.62234055
2123,0.051682203,0.003504988,0.31077568,0.68922432
2124,0.020158597,0.007867446,0.42694457,0.42694457
2125,0,0,-1,-1
2126,0.10846023,0.096442978,0.25706118,0.25706118
2127,0.15362963,-0.058823529,7.85E-05,0.99992149
2128,0.15742236,0.094701107,0.47883859,0.47883859
2129,0.042396053,0.009341734,0.47411722,0.52588278
2130,0,0,-1,-1
2131,0.22216371,0.14473585,0.38208547,0.38208547
2132,0.077813137,0.03085436,0.40845062,0.59154938
2133,0.30712431,0.31226703,0.11748625,0.11748625
2134,0.18476051,-0.030586759,0.019959817,0.98004018
2135,0.51919754,0.056672704,0.33453488,0.66546512
2136,0,0,-1,-1
2137,0.18542424,0.10629655,0.49126478,0.49126478
2138,0,0,-1,-1
2139,0.5288826,0.45926959,0.053989358,0.053989358
2140,0.18204943,0.12161718,0.39675553,0.39675553
2141,0.29644814,0.07837666,0.42754268,0.57245732
2142,0.31199779,0.042911088,0.35062452,0.64937548
2143,0.54584974,0.18371081,0.37905261,0.62094739
2144,0.19333333,0.090909091,0.44760892,0.55239108
2145,0.14223626,0.089019431,0.43208073,0.43208073
2146,0.047989416,0.014262553,0.49966466,0.50033534
2147,0.044159286,0.009481883,0.46175415,0.53824585
2148,0.10071781,0.12782914,0.093291072,0.093291072
2149,0.33731771,0.42932139,0.011210848,0.011210848
2150,1.29,0.78294574,2,
2151,0.39198662,0.009353473,0.23431566,0.76568434
2152,0.22021875,-0.10344828,9.46E-13,1
2153,0.11299098,0.027402547,0.27921581,0.72078419
2154,0.048301334,0.033843118,0.26767245,0.26767245
2155,0.18364698,0.17064961,0.20896763,0.20896763
2156,0.49440906,-0.013333534,0.13796959,0.86203041
2157,0.42441519,0.038229564,0.3630564,0.6369436
2158,0.026635811,0.014484691,0.34414868,0.34414868
2159,0.16638231,0.20254188,0.095721406,0.095721406
2160,0,0,-1,-1
2161,0.14854815,0.083590983,0.49794354,0.49794354
2162,0.16890929,-0.001422475,0.16191939,0.83808061
2163,0,0,-1,-1
2164,0.1602686,0.18318938,0.13866783,0.13866783
2165,0.085785425,0.07234886,0.27634585,0.27634585
2166,0.28836747,0.21518267,0.27616127,0.27616127
2167,0.25395651,0.3085046,0.073351746,0.073351746
2168,0.019885922,-0.005736636,0.27170825,0.72829175
2169,0.023333333,2.78E-17,0.38054644,0.61945356
2170,0.48638607,0.15950273,0.28138458,0.28138458
2171,0.086366431,0.04063255,0.44457046,0.55542954
2172,0,0,-1,-1
2173,0.049984375,-0.050328228,0.000616605,0.9993834
2174,0,0,-1,-1
2175,0.045164835,-0.32846715,3.22E-136,1
2176,0.083733603,0.073986326,0.25181667,0.25181667
2177,0.11684566,0.025555143,0.27021004,0.72978996
2178,0.126,0.10526316,0.28219857,0.28219857
2180,0.04926528,-0.00098912,0.26456843,0.73543157
2181,0.21539256,0.282494,0.025643932,0.025643932
2182,0.021202619,0.009556336,0.39627342,0.39627342
2183,0.21805,0.22953451,0.14797355,0.14797355
2184,0.04049982,0.036430521,0.17565142,0.17565142
2185,0.027342376,-0.010118786,0.18079023,0.81920977
